set_id,spl_version,pt_meddra_id,pt_meddra_term,num_ingredients,ingredients_rxcuis,ingredients_names
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10039906,Seizure,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10041349,Somnolence,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10041962,Status epilepticus,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10042033,Stevens-Johnson syndrome,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10042945,Systemic lupus erythematosus,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10043275,Teratogenicity,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10043554,Thrombocytopenia,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10044223,Toxic epidermal necrolysis,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10044565,Tremor,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10047290,Ventricular fibrillation,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10047340,Vertigo,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10047700,Vomiting,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10058114,Purple glove syndrome,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10067125,Liver injury,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10073508,Drug reaction with eosinophilia and systemic symptoms,1,8183,phenytoin
763b549d-9b78-09dd-e053-2a91aa0aec7f,3,10078950,Disease risk factor,1,8183,phenytoin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10003549,Asthenia,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10012455,Dermatitis exfoliative,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10013573,Dizziness,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10013687,Drug eruption,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10016825,Flushing,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10019211,Headache,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10020642,Hyperhidrosis,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10021097,Hypotension,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10028813,Nausea,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10031127,Orthostatic hypotension,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10033546,Pallor,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10033557,Palpitations,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10037844,Rash,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10042772,Syncope,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10047340,Vertigo,1,4917,nitroglycerin
763ce792-c991-f472-e053-2a91aa0a77dd,3,10047700,Vomiting,1,4917,nitroglycerin
763ff805-af1a-e8e9-e053-2a91aa0a8253,3,10000269,Abscess,1,9863,sodium chloride
763ff805-af1a-e8e9-e053-2a91aa0a8253,3,10021789,Infection,1,9863,sodium chloride
763ff805-af1a-e8e9-e053-2a91aa0a8253,3,10047249,Venous thrombosis,1,9863,sodium chloride
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10001497,Agitation,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10002198,Anaphylactic reaction,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10002855,Anxiety,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10003119,Arrhythmia,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10003549,Asthenia,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10008111,Cerebral haemorrhage,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10013395,Disorientation,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10013573,Dizziness,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10016326,Feeling cold,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10017737,Gas gangrene,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10019211,Headache,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10020642,Hyperhidrosis,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10020772,Hypertension,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10020937,Hypoaesthesia,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10021789,Infection,1,3992,epinephrine
76462d55-5448-0fd0-e053-2991aa0aa49f,3,10024769,Local reaction,1,3992,epinephrine
