section,zip_id,label_id,set_id,spl_version,pt_meddra_id,pt_meddra_term,pred0,pred1
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10013573,Dizziness,0.0,6.593408584594727
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10013911,Dysgeusia,0.0,6.523277759552002
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10013968,Dyspnoea,0.0,6.805016994476318
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10016256,Fatigue,0.0,6.600845813751221
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10019211,Headache,0.0,6.9300665855407715
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10019717,Hepatitis,0.0,4.6495089530944815
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10020646,Hyperkalaemia,0.0,6.782630443572998
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10020993,Hypoglycaemia,0.0,6.879754543304443
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10021036,Hyponatraemia,0.0,2.433284521102905
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10021097,Hypotension,0.0,4.307939887046814
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10025482,Malaise,0.0,6.24156665802002
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10027599,Migraine,0.0,6.6978182792663565
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10028372,Muscular weakness,0.0,6.782901287078857
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10028411,Myalgia,0.0,6.89249324798584
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10028735,Nasal congestion,0.0,6.7182605266571045
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10028813,Nausea,0.0,6.8738670349121085
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10031127,Orthostatic hypotension,0.0,6.873362064361572
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10033557,Palpitations,0.0,6.78899359703064
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10033775,Paraesthesia,0.0,6.886685848236084
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10034972,Photosensitivity reaction,0.0,6.774877071380615
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10037087,Pruritus,0.0,6.877623558044434
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10037844,Rash,0.0,6.9211039543151855
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10039020,Rhabdomyolysis,0.0,5.990183353424072
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10040984,Sleep disorder,0.0,6.518081188201904
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10041349,Somnolence,0.0,6.926373481750488
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10042772,Syncope,0.0,6.847254753112793
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10043554,Thrombocytopenia,0.0,5.457714557647705
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10043882,Tinnitus,0.0,6.776146411895752
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10046306,Upper respiratory tract infection,0.2071685791015625,4.50813643137614
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10046571,Urinary tract infection,2.019294023513794,3.168431043624878
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10046735,Urticaria,0.0,6.922132968902588
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10047115,Vasculitis,0.0,5.0707106590271
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10047340,Vertigo,0.0,6.873507976531982
AR,20190223_1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,a4fc53e2-2556-4fcc-b6fb-32a256a2c3f7,1bf520a2-a50e-a6ae-0fdf-9be4e69729c0,6,10047700,Vomiting,0.0,6.598506450653076
